,ij_grid,latitude,longitude,thickness,thickness_uncertainty,x_proj,y_proj,i_grid,j_grid,survey_id,date,rgi_id,topo,topo_smoothed,slope,slope_factor,aspect,dis_from_border,catchment_area,lin_mb_above_z,oggm_mb_above_z,consensus_ice_thickness,millan_ice_thickness,itslive_v,hugonnet_dhdt,millan_v,glacier_cenlon,glacier_cenlat,glacier_area_km2,glacier_outline_year,glacier_is_tidewater,glacier_median_elev,glacier_min_elev,glacier_max_elev,glacier_length,glacier_oggm_volume,glacier_reference_mb,glacier_aar,glacier_avg_temp,glacier_avg_prcpsol,glacier_avg_prcp,glacier_avg_meltingtemp
3021,0042_0058,52.667592157142856,-119.58724471428572,72.85714285714286,4.0,325054.1659875514,5838435.570168165,42,58,258,2016-04-13,RGI60-02.07780,2285.0212,2286.2583,0.23105276,2.4086478,0.4047881,165.85536,3971732.0,1624305700.0,2546367500.0,69.03777,74.900085,2.034777,-0.22141002,,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3022,0042_0061,52.6661039,-119.586804,78.0,4.0,325078.0157812472,5838268.997281202,42,61,258,2016-04-13,RGI60-02.07780,2315.259,2316.7893,0.2931385,2.088124,0.61126256,138.0,3643752.0,1664996000.0,2596480800.0,51.435326,44.678196,1.0116664,-0.116426826,6.5402937,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3023,0043_0035,52.67693025,-119.5872365,59.0,3.0,325092.03430179704,5839473.998506213,43,35,258,2016-04-13,RGI60-02.07780,2077.172,2082.1533,0.20227419,2.6087697,6.0934234,480.2541,5708968.0,851232000.0,1384191100.0,90.07668,94.24699,5.4153657,-0.72381043,15.499641,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3024,0043_0036,52.6767707,-119.58692400000001,49.5,2.5,325112.5193206272,5839455.496677715,43,36,258,2016-04-13,RGI60-02.07780,2085.3098,2091.4104,0.20561047,2.5832882,6.062546,495.43515,5653952.0,893424400.0,1450301600.0,90.97606,87.40503,6.7842636,-0.65374523,15.2567625,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3025,0043_0038,52.6757767,-119.58700453846154,39.30769230769231,4.0,325103.1038409333,5839345.153841318,43,38,258,2016-04-13,RGI60-02.07780,2104.294,2110.6257,0.21530077,2.5128853,6.0558953,508.0866,5548152.0,970001900.0,1569732500.0,88.94357,85.1385,7.6558933,-0.6293904,12.579176,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3026,0043_0041,52.6743661,-119.58688618181819,25.272727272727273,2.6363636363636362,325105.46814973984,5839187.9996995805,43,41,258,2016-04-13,RGI60-02.07780,2133.881,2140.069,0.219988,2.480622,6.1180563,538.4162,5342900.0,1103554200.0,1776248700.0,86.772766,68.694084,6.1002135,-0.3140937,7.3816643,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3027,0043_0042,52.67412124545455,-119.58690527272728,20.545454545454547,2.0,325103.1994130901,5839160.816856844,43,42,258,2016-04-13,RGI60-02.07780,2141.9473,2150.529,0.23591393,2.3787448,6.1960425,555.8201,5268840.0,1147611800.0,1843863900.0,86.115685,47.64539,5.3669996,-0.20039894,2.542085,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3028,0043_0048,52.67153396,-119.58694720000001,70.8,4.0,325090.0281149143,5838873.1979685305,43,48,258,2016-04-13,RGI60-02.07780,2219.9673,2214.5994,0.13062812,3.391392,6.062582,455.37677,4701752.0,1419776100.0,2254327600.0,114.31099,72.407074,7.2900624,-0.288326,4.69288,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3029,0043_0049,52.671322599999996,-119.58689642857144,74.28571428571429,4.0,325092.6158437967,5838849.570244507,43,49,258,2016-04-13,RGI60-02.07780,2221.4478,2219.4788,0.10089784,3.8724234,5.8577967,424.09906,4648852.0,1439810600.0,2283849700.0,116.38543,73.10839,7.181102,-0.24418929,5.2208667,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3030,0043_0052,52.66981839,-119.58661070000001,83.9,4.2,325105.92239365913,5838681.599791481,43,52,258,2016-04-13,RGI60-02.07780,2227.2031,2231.1587,0.12603001,3.4650986,5.968323,331.71072,4519776.0,1485433100.0,2350604300.0,108.179665,112.50792,6.81316,-0.15145491,51.22045,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3031,0043_0054,52.669169786666664,-119.58652533333334,66.53333333333333,3.6666666666666665,325109.1025768066,5838609.264178018,43,54,258,2016-04-13,RGI60-02.07780,2243.8118,2246.0068,0.19228394,2.6892686,6.167999,290.92953,4363192.0,1534608600.0,2421662200.0,93.256065,117.20557,5.1978025,-0.38713703,58.19921,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3032,0043_0055,52.6687943125,-119.5865208125,64.625,3.375,325107.9083533589,5838567.49837082,43,55,258,2016-04-13,RGI60-02.07780,2254.7861,2255.4434,0.20389107,2.596337,6.2380443,268.2238,4270088.0,1560214900.0,2458107000.0,88.780045,113.31155,4.041781,-0.40018106,,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3033,0043_0056,52.66850746666666,-119.58682266666666,60.333333333333336,3.0,325086.3557004796,5838536.332558018,43,56,258,2016-04-13,RGI60-02.07780,2264.7302,2265.0098,0.20099743,2.6186998,0.037857924,247.71758,4189680.0,1580201500.0,2486201000.0,86.22939,91.39338,3.6345968,-0.3792287,,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3034,0043_0058,52.66752908888889,-119.58651166666667,72.33333333333333,4.0,325103.4728115264,5838426.776262388,43,58,258,2016-04-13,RGI60-02.07780,2282.4639,2282.9397,0.19450891,2.6707687,0.2839062,205.71825,4005588.0,1618347800.0,2538437600.0,79.73973,64.37082,2.9296577,-0.2376246,,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3035,0043_0061,52.66629353333334,-119.58649466666667,80.33333333333333,4.0,325099.6868585625,5838289.334358413,43,61,258,2016-04-13,RGI60-02.07780,2308.9446,2310.08,0.2572353,2.2584043,0.4913328,145.46477,3719928.0,1658267300.0,2589078300.0,61.599575,46.60519,1.3938981,-0.10703053,6.4231405,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3036,0043_0062,52.66597900714286,-119.58640664285714,78.57142857142857,4.0,325104.3817622343,5838254.143549063,43,62,258,2016-04-13,RGI60-02.07780,2315.1316,2321.759,0.31154823,2.0131903,0.41162196,102.85912,3586620.0,1669156900.0,2600665000.0,50.373714,28.882849,1.2655858,-0.2471153,,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3037,0044_0036,52.67654463333333,-119.58636533333333,37.333333333333336,2.0,325149.3778178837,5839429.000190265,44,36,258,2016-04-13,RGI60-02.07780,2091.0623,2095.2488,0.23342171,2.393951,5.795881,524.4807,5632792.0,909314800.0,1475158400.0,88.06851,79.58968,5.2615223,-0.66973907,16.265022,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3038,0044_0038,52.675912985714284,-119.586348,32.57142857142857,3.4285714285714284,325148.0262132206,5839358.7152971625,44,38,258,2016-04-13,RGI60-02.07780,2110.892,2114.6414,0.2356718,2.3802109,5.7888474,553.9133,5529108.0,983163700.0,1590181900.0,87.76043,86.81445,6.306836,-0.6011845,11.093235,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3039,0044_0041,52.6743734,-119.58641466666667,25.833333333333332,3.0,325137.36983949045,5839187.666489273,44,41,258,2016-04-13,RGI60-02.07780,2140.5845,2143.1174,0.21902826,2.487138,5.874581,581.8591,5317508.0,1118903800.0,1799838700.0,88.59855,71.65902,6.2018924,-0.29056334,6.342148,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3040,0044_0042,52.674182944444446,-119.58621455555554,24.88888888888889,2.5555555555555554,325150.1357570175,5839166.000892134,44,42,258,2016-04-13,RGI60-02.07780,2148.0469,2152.621,0.22132242,2.4716375,5.981065,598.0,5249796.0,1158548400.0,1860595800.0,89.11962,64.656075,6.1300974,-0.22405636,2.7030516,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3041,0044_0043,52.673905842857145,-119.58607928571428,23.714285714285715,2.2857142857142856,325158.17277963494,5839134.857197925,44,43,258,2016-04-13,RGI60-02.07780,2154.9421,2162.8806,0.23226807,2.4010782,6.1275225,599.7666,5163040.0,1206764500.0,1934157700.0,88.88615,65.88432,7.9496527,-0.17550866,1.1945915,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3042,0044_0051,52.67029446666667,-119.58570033333335,96.66666666666667,5.0,325169.3670395345,5838732.331819291,44,51,258,2016-04-13,RGI60-02.07780,2227.0994,2228.8835,0.10101219,3.8724234,5.742887,395.70697,4547284.0,1476104600.0,2337014300.0,115.60319,65.8391,8.664931,-0.009164505,5.465549,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3043,0044_0052,52.669986885,-119.58589505,94.3,4.8,325154.97537894594,5838698.599723111,44,52,258,2016-04-13,RGI60-02.07780,2229.984,2233.3196,0.12609561,3.4640172,5.8652673,370.86386,4488036.0,1495995300.0,2365961200.0,110.62252,105.34564,8.809665,-0.03156825,34.125313,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3044,0044_0053,52.66962533333333,-119.58611091666667,87.58333333333333,4.5,325138.9381929483,5838658.917234256,44,53,258,2016-04-13,RGI60-02.07780,2236.6533,2239.5425,0.16019726,3.000592,5.9861064,350.32556,4433020.0,1513553300.0,2391375400.0,103.74308,113.907135,8.547139,-0.18338464,46.19057,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3045,0044_0054,52.6693801,-119.586258,73.0,4.0,325128.01539186575,5838632.003034287,44,54,258,2016-04-13,RGI60-02.07780,2246.1611,2247.534,0.18651898,2.738837,6.0597396,331.71072,4352612.0,1537677600.0,2426057200.0,97.86424,115.78503,7.6381717,-0.34391233,46.44444,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3046,0044_0055,52.668627799999996,-119.586117,76.5,4.0,325134.54292259575,5838548.000721673,44,55,258,2016-04-13,RGI60-02.07780,2255.7915,2256.4724,0.19424373,2.672956,6.1052117,308.5774,4261624.0,1562431000.0,2461242400.0,93.238884,107.031876,6.7637324,-0.37559322,,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3047,0044_0056,52.668377475,-119.585843375,79.625,4.0,325152.0416689791,5838519.498870999,44,56,258,2016-04-13,RGI60-02.07780,2264.0808,2265.3467,0.18533538,2.7493181,6.153411,290.92953,4181216.0,1582180200.0,2488960300.0,91.3428,87.103386,5.9044905,-0.36725628,,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3048,0044_0057,52.6681183,-119.58556200000001,86.0,4.5,325170.0291944619,5838489.994092522,44,57,258,2016-04-13,RGI60-02.07780,2271.593,2273.5762,0.17062175,2.8892117,6.2377496,268.2238,4102924.0,1599475600.0,2512880000.0,90.23589,70.258125,4.9418645,-0.3154207,,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3049,0044_0058,52.667492028571424,-119.58582942857143,78.42857142857143,4.0,325149.44857628376,5838420.998440455,44,58,258,2016-04-13,RGI60-02.07780,2278.8264,2281.1816,0.16220883,2.97821,0.08958375,247.71758,4020400.0,1615624700.0,2534784300.0,88.46066,62.897194,3.9168534,-0.23324522,,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3050,0044_0061,52.66626857692308,-119.58569407692309,76.07692307692308,4.0,325153.7138509121,5838284.615214916,44,61,258,2016-04-13,RGI60-02.07780,2301.1995,2305.3708,0.23270243,2.398388,0.31097546,138.0,3758016.0,1654277600.0,2584409000.0,68.3191,40.528008,1.7953577,-0.14609417,6.6926837,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3051,0044_0062,52.66605865,-119.585995,75.5,4.0,325132.5305575585,5838262.00073857,44,62,258,2016-04-13,RGI60-02.07780,2307.5007,2317.0957,0.3018162,2.0518918,0.2218845,92.0,3637404.0,1665492000.0,2596997400.0,55.5793,25.494946,1.6771102,-0.28026128,2.2921531,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3052,0045_0037,52.676288325,-119.58564525,37.0,2.0,325197.026564602,5839398.749107124,45,37,258,2016-04-13,RGI60-02.07780,2110.3025,2111.4653,0.25442305,2.273349,5.6619253,495.43515,5543920.0,972951100.0,1574317400.0,85.237785,71.35581,5.5496984,-0.66337794,12.812315,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3053,0045_0038,52.6758243,-119.58558450000001,36.25,4.0,325199.2797688969,5839346.999409944,45,38,258,2016-04-13,RGI60-02.07780,2120.6536,2121.1074,0.24939135,2.3007593,5.662569,514.29565,5480440.0,1016013200.0,1641123100.0,85.598885,73.26163,5.9835725,-0.57297856,11.50773,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3054,0045_0042,52.6743331875,-119.58556125,31.5,3.25,325194.89679291355,5839181.122785116,45,42,258,2016-04-13,RGI60-02.07780,2157.2622,2156.6885,0.2070316,2.5726342,5.817815,618.8667,5213824.0,1178920200.0,1891723000.0,92.80184,70.40452,8.479617,-0.2477138,2.8454068,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3055,0045_0043,52.67377542727272,-119.5855208181818,31.272727272727273,3.3636363636363638,325195.4025775389,5839118.998542686,45,43,258,2016-04-13,RGI60-02.07780,2164.7156,2165.4749,0.20607969,2.5797575,5.9688535,645.64075,5135532.0,1221536000.0,1956635100.0,93.88566,70.57602,10.09351,-0.24965873,1.0506347,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3056,0045_0050,52.67080378000001,-119.58521780000001,97.8,5.0,325204.0208592525,5838787.799072387,45,50,258,2016-04-13,RGI60-02.07780,2229.712,2227.2979,0.106422506,3.8351283,5.898998,460.0,4566328.0,1469525500.0,2327411200.0,116.07178,73.90253,10.431378,0.22861454,6.0302496,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3057,0045_0051,52.670507671428574,-119.58550657142857,95.42857142857143,5.0,325183.31710994,5838755.571041653,45,51,258,2016-04-13,RGI60-02.07780,2229.4702,2231.3638,0.10847985,3.791321,5.743272,433.96313,4515544.0,1486852100.0,2352669200.0,114.88961,71.73862,10.662451,0.15846647,7.5938334,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3058,0045_0052,52.670053466666666,-119.5852521111111,88.77777777777777,4.888888888888889,325198.7056632446,5838704.44329438,45,52,258,2016-04-13,RGI60-02.07780,2231.9028,2235.892,0.13025649,3.3971941,5.7940145,411.4365,4471108.0,1501520300.0,2373977600.0,111.71723,95.59418,10.9419775,0.08831841,25.025797,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3059,0045_0057,52.66789718,-119.58539499999999,91.4,5.0,325180.43647700816,5838464.998940182,45,57,258,2016-04-13,RGI60-02.07780,2272.1206,2274.8948,0.16337028,2.965488,5.9539766,308.5774,4090228.0,1602102400.0,2516476000.0,93.32792,82.81975,6.6442366,-0.30952507,,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3060,0045_0058,52.6675296875,-119.585185125,94.6875,5.0,325193.1581206693,5838423.622317521,45,58,258,2016-04-13,RGI60-02.07780,2276.5974,2281.5928,0.14590077,3.173697,6.009058,276.0,4011936.0,1617191000.0,2536888300.0,92.464485,74.12425,4.9414024,-0.22886585,,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3061,0045_0059,52.66713464285714,-119.58495885714285,89.14285714285714,4.857142857142857,325206.87830825424,5838379.141983747,45,59,258,2016-04-13,RGI60-02.07780,2281.5376,2287.909,0.14378981,3.201571,6.134233,230.0,3954804.0,1627147800.0,2550115600.0,87.78111,66.68509,3.911256,-0.176447,,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3062,0045_0060,52.66668095714285,-119.58493921428571,84.21428571428571,4.071428571428571,325206.39518709684,5838328.641933275,45,60,258,2016-04-13,RGI60-02.07780,2287.0166,2294.7659,0.16697782,2.9268787,6.253503,184.0,3893440.0,1636809600.0,2562694400.0,81.52952,67.8933,2.8437562,-0.16380537,6.49868,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3063,0045_0061,52.66646000000001,-119.58532199999999,76.8,4.0,325179.6336930754,5838304.999317094,45,61,258,2016-04-13,RGI60-02.07780,2293.6545,2303.4084,0.22122332,2.4723017,0.010997126,138.0,3781292.0,1651579600.0,2581151500.0,71.59261,49.558594,2.195125,-0.18515782,5.305807,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3064,0046_0037,52.6760591,-119.585129,41.0,2.0,325231.00620710733,5839372.004962949,46,37,258,2016-04-13,RGI60-02.07780,2120.6013,2118.827,0.2525387,2.2835116,5.665701,453.04745,5503716.0,1000421100.0,1616958100.0,83.40354,66.82989,6.0725574,-0.5575148,10.809516,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3065,0046_0038,52.67577443076924,-119.58488984615384,49.30769230769231,4.384615384615385,325246.03493191645,5839339.7677628435,46,38,258,2016-04-13,RGI60-02.07780,2130.683,2128.2678,0.24242325,2.3402133,5.65769,473.599,5433888.0,1046503300.0,1688296000.0,85.202736,63.57171,6.606056,-0.4449108,11.528916,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3066,0046_0042,52.67430484285715,-119.58486628571428,43.857142857142854,4.428571428571429,325241.76048325136,5839176.284030345,46,42,258,2016-04-13,RGI60-02.07780,2163.8416,2161.2927,0.18511397,2.7512908,5.78279,585.48444,5186316.0,1194130800.0,1914918000.0,96.90743,68.76741,10.981675,-0.24787576,4.014393,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3067,0046_0043,52.673617825,-119.58501774999999,39.25,4.0,325228.7792070926,5839100.251286196,46,43,258,2016-04-13,RGI60-02.07780,2171.4043,2168.827,0.17837554,2.8131883,5.9086514,618.8667,5105908.0,1237186800.0,1980422500.0,98.99693,71.862076,12.405045,-0.29702112,3.248931,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3068,0046_0044,52.67351585,-119.58470966666665,48.5,5.166666666666667,325249.1976898382,5839088.163469289,46,44,258,2016-04-13,RGI60-02.07780,2178.4724,2176.7297,0.18125811,2.7862592,6.087815,650.53827,5038196.0,1271660300.0,2032676900.0,100.95843,72.17938,13.648252,-0.29446173,3.1678116,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3069,0046_0050,52.67082591,-119.5846154,98.3,5.0,325244.8323772837,5838788.798169142,46,50,258,2016-04-13,RGI60-02.07780,2232.6746,2229.0066,0.12918916,3.4140065,5.9833407,497.56607,4545168.0,1476829000.0,2338070500.0,111.9341,76.89184,12.311264,0.24652383,5.339473,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3070,0046_0051,52.67029955,-119.58430050000001,93.0,5.0,325264.0192810175,5838729.499880142,46,51,258,2016-04-13,RGI60-02.07780,2233.0696,2234.0342,0.1250212,3.4818478,5.753199,473.599,4481688.0,1498082800.0,2368992800.0,112.98179,76.58725,12.637304,0.1998855,5.860109,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3071,0046_0052,52.67014969,-119.5846156,92.3,5.0,325242.1196027229,5838713.599171752,46,52,258,2016-04-13,RGI60-02.07780,2233.6147,2238.9827,0.1421782,3.2232962,5.7187343,453.04745,4441484.0,1510916600.0,2387569200.0,111.84857,79.15721,13.049434,0.15324718,15.513324,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3072,0046_0058,52.66749447272727,-119.58451927272728,96.81818181818181,5.0,325238.0335596234,5838418.090342521,46,58,258,2016-04-13,RGI60-02.07780,2279.9075,2284.8413,0.16253218,2.9746535,5.6397133,276.0,3980196.0,1622842600.0,2544427000.0,92.45455,92.7905,6.859104,-0.21660724,,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3073,0046_0059,52.66715145,-119.58450783333335,93.75,5.0,325237.4378101555,5838379.916529794,46,59,258,2016-04-13,RGI60-02.07780,2282.1318,2290.548,0.15805098,3.024974,5.6658783,230.0,3925180.0,1631947800.0,2556402000.0,88.31811,83.99351,5.599726,-0.1717628,,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
3074,0046_0060,52.6668843,-119.58469566666668,90.33333333333333,5.0,325223.67259655055,5838350.6637462415,46,60,258,2016-04-13,RGI60-02.07780,2286.001,2296.798,0.17732087,2.823216,5.7994704,184.0,3865932.0,1640705700.0,2567648300.0,82.60669,76.104126,4.283213,-0.1439978,5.7773104,-119.581,52.6705,6.49,2004,False,2349.1694,1701.2704,2807.2788,3312.0,0.3666530649748495,-250.7,0.5007560007941728,-5.632474579209632,2251.564406464025,3011.590862241185,15.701279884816367
